student_rno,jaf_id,date_time
200000018,299,2021-02-10 06:14:28
200000018,634,2021-02-12 20:17:19
170000019,101,2021-01-30 20:49:31
210000020,308,2021-02-17 11:09:21
210000020,412,2021-02-16 02:33:27
190000021,346,2021-02-16 09:14:01
190000021,440,2021-02-17 04:08:34
170000023,32,2021-01-21 08:35:29
170000023,87,2021-02-22 07:50:03
170000023,307,2021-03-09 09:39:20
170000023,394,2021-01-17 17:20:06
170000023,575,2021-01-31 11:24:23
170000023,578,2021-02-09 01:34:20
170000023,649,2021-02-10 12:18:15
170000023,680,2021-02-18 07:09:55
210000024,179,2021-02-02 18:37:01
210000024,203,2021-03-07 14:00:40
210000024,410,2021-02-09 00:21:48
210000024,603,2021-01-18 06:02:40
210000024,629,2021-02-22 01:27:46
190000025,97,2021-03-03 00:32:16
190000025,214,2021-02-16 03:35:30
190000025,446,2021-03-14 04:21:20
190000026,195,2021-01-18 20:33:08
190000026,494,2021-02-09 09:19:20
180000027,83,2021-02-09 18:35:26
180000027,590,2021-02-21 22:56:26
180000028,212,2021-03-04 18:34:54
180000028,406,2021-02-20 20:40:02
180000028,431,2021-03-03 06:28:18
190000029,149,2021-02-27 15:06:24
190000029,199,2021-02-04 11:49:15
190000029,243,2021-01-15 17:55:30
190000029,340,2021-03-06 02:11:16
190000029,452,2021-02-03 03:34:10
210000030,575,2021-02-14 07:15:07
210000030,587,2021-03-06 12:17:03
210000030,630,2021-02-10 05:16:23
210000031,500,2021-02-09 11:38:44
210000031,596,2021-03-10 15:46:21
210000031,687,2021-01-18 10:36:15
180000032,126,2021-02-26 17:08:22
180000032,282,2021-02-18 03:43:01
180000032,371,2021-03-11 14:35:26
180000032,414,2021-01-30 21:42:24
200000033,207,2021-01-27 01:20:53
200000033,654,2021-02-19 18:17:43
170000034,117,2021-01-28 17:21:52
170000035,160,2021-01-26 05:20:54
210000036,171,2021-02-19 08:10:52
210000036,447,2021-03-03 04:49:02
210000036,536,2021-01-31 01:39:44
180000037,343,2021-02-11 01:55:29
210000038,135,2021-02-08 20:34:59
210000038,532,2021-02-01 15:57:15
190000039,153,2021-02-21 02:01:48
190000039,179,2021-02-07 00:29:15
190000039,243,2021-02-09 10:13:01
190000040,1,2021-03-03 10:48:04
190000040,605,2021-02-02 03:18:54
210000041,108,2021-02-06 00:55:16
210000041,581,2021-03-08 06:57:26
210000042,15,2021-02-06 23:56:18
210000043,237,2021-02-19 13:17:07
190000044,17,2021-02-23 05:06:58
190000044,594,2021-02-14 07:07:02
180000045,267,2021-02-03 16:04:30
180000045,609,2021-02-14 19:10:51
180000045,627,2021-02-20 18:27:04
210000046,60,2021-01-31 10:17:05
210000046,132,2021-02-21 07:40:01
210000046,178,2021-02-09 03:37:19
210000046,215,2021-02-18 01:11:07
210000046,339,2021-02-10 16:20:38
210000046,410,2021-02-18 08:11:14
210000046,531,2021-01-27 21:39:16
210000047,117,2021-02-05 01:24:45
210000047,185,2021-02-04 20:21:37
210000047,504,2021-02-18 19:58:39
210000048,307,2021-03-04 23:24:49
210000048,345,2021-03-02 06:27:44
210000048,476,2021-02-12 17:23:59
210000048,480,2021-02-06 11:18:26
190000049,486,2021-02-10 13:40:53
190000049,541,2021-01-30 09:34:27
190000049,550,2021-03-04 04:34:10
210000050,177,2021-02-05 01:12:42
210000050,231,2021-02-26 14:09:31
210000050,571,2021-02-12 11:18:37
210000050,610,2021-02-15 06:10:42
180000051,56,2021-02-20 09:58:36
180000051,528,2021-02-15 16:53:36
210000052,22,2021-01-31 01:15:58
210000052,58,2021-02-05 20:21:58
210000052,64,2021-02-10 15:33:36
210000052,77,2021-02-15 05:16:16
210000052,148,2021-02-18 21:07:14
210000052,202,2021-03-02 04:44:25
210000052,384,2021-02-22 06:55:53
210000052,454,2021-02-06 19:45:08
210000052,541,2021-02-16 10:49:15
210000052,562,2021-02-28 17:36:17
210000052,576,2021-02-13 15:19:57
210000052,671,2021-02-12 09:38:31
210000053,137,2021-03-03 01:39:25
210000053,582,2021-03-04 09:11:19
210000054,106,2021-02-27 06:42:42
210000054,172,2021-01-17 01:38:31
170000055,29,2021-01-20 10:39:37
170000055,151,2021-01-28 20:02:08
170000055,172,2021-02-26 06:42:23
210000056,233,2021-02-19 12:56:20
210000056,286,2021-02-03 13:23:04
210000057,118,2021-03-07 21:34:05
210000057,168,2021-03-05 05:08:54
210000057,193,2021-02-14 12:30:23
210000057,412,2021-01-29 06:57:08
210000057,495,2021-02-21 20:58:13
210000057,559,2021-01-31 17:04:35
190000058,384,2021-02-14 19:41:29
190000058,689,2021-02-07 13:06:24
210000059,3,2021-02-28 00:07:39
210000059,145,2021-03-02 08:14:21
210000059,208,2021-01-22 23:36:25
210000059,220,2021-03-02 06:16:01
210000059,461,2021-01-23 15:51:36
180000060,31,2021-02-23 12:27:50
180000060,128,2021-01-24 18:56:05
180000060,223,2021-02-27 08:16:17
180000060,346,2021-02-14 23:01:33
180000060,523,2021-02-08 20:01:27
190000061,342,2021-02-26 20:15:42
190000061,485,2021-02-06 18:42:17
190000061,593,2021-03-10 09:28:46
210000062,13,2021-01-27 01:17:50
210000062,61,2021-03-02 17:39:32
210000062,261,2021-02-10 16:38:20
210000062,363,2021-02-14 06:02:38
200000063,135,2021-02-21 15:28:21
200000063,219,2021-02-09 08:03:45
210000064,65,2021-02-21 01:36:32
210000064,363,2021-03-03 03:25:42
210000064,509,2021-02-17 07:37:40
210000065,198,2021-02-15 10:30:18
210000065,273,2021-03-04 23:29:39
210000065,363,2021-02-10 12:37:25
210000065,369,2021-03-02 21:12:39
210000066,94,2021-03-03 08:22:27
210000066,261,2021-02-17 10:14:47
210000066,578,2021-02-08 00:02:30
200000067,25,2021-01-29 12:31:26
200000067,68,2021-02-28 21:40:40
200000067,79,2021-03-01 15:14:51
190000068,2,2021-02-17 21:29:15
190000068,531,2021-01-27 08:58:23
190000068,608,2021-01-28 22:54:42
190000069,113,2021-01-30 02:23:25
190000069,231,2021-02-27 00:39:13
190000069,494,2021-02-12 22:32:13
210000070,201,2021-02-03 15:36:10
180000071,27,2021-02-12 14:59:35
180000071,451,2021-03-12 11:22:47
210000072,269,2021-03-04 00:49:06
210000073,134,2021-03-06 07:10:47
210000073,213,2021-01-19 05:15:26
210000075,23,2021-02-01 14:45:19
210000075,34,2021-01-27 01:33:01
210000075,429,2021-02-12 22:20:40
210000076,378,2021-03-05 21:28:09
210000077,25,2021-03-08 02:41:04
210000077,154,2021-03-06 04:46:13
210000077,177,2021-02-20 18:33:47
210000077,307,2021-02-02 09:02:26
210000077,665,2021-02-26 16:17:06
210000078,417,2021-02-28 04:06:36
210000078,446,2021-03-10 01:34:57
190000079,61,2021-02-21 18:57:18
190000079,126,2021-02-04 06:26:34
190000079,137,2021-02-10 13:05:32
190000079,163,2021-02-14 11:11:11
190000079,290,2021-01-30 20:15:43
190000079,292,2021-01-22 20:41:54
190000079,549,2021-01-25 04:18:01
190000079,605,2021-02-04 19:26:15
210000080,17,2021-02-19 18:47:48
210000080,169,2021-02-17 18:18:16
210000081,324,2021-02-07 23:04:49
210000081,549,2021-02-21 04:54:15
190000082,190,2021-03-01 14:36:10
190000082,499,2021-02-01 01:34:16
190000082,591,2021-03-06 17:41:24
210000083,106,2021-02-07 00:17:22
210000083,126,2021-01-26 18:16:35
210000083,214,2021-01-31 00:32:15
210000083,454,2021-02-12 20:21:47
210000083,491,2021-03-11 13:09:13
170000084,27,2021-02-07 15:06:00
170000084,84,2021-02-25 09:13:25
170000084,219,2021-02-06 18:28:47
170000084,324,2021-02-04 17:15:27
170000084,446,2021-03-01 02:10:04
170000084,624,2021-02-14 19:56:56
170000084,674,2021-03-08 14:50:29
210000085,64,2021-02-19 03:10:39
210000085,207,2021-01-30 06:33:26
210000085,523,2021-02-26 23:07:25
210000085,544,2021-02-26 09:39:46
210000085,637,2021-01-30 11:00:58
180000086,6,2021-02-18 15:23:33
180000086,461,2021-02-17 11:00:42
180000087,201,2021-02-12 23:57:58
180000087,210,2021-02-18 02:51:15
180000087,416,2021-02-15 08:34:31
180000087,564,2021-02-23 19:53:37
180000087,578,2021-02-06 21:52:50
180000087,686,2021-01-24 21:53:48
210000088,241,2021-02-02 12:03:11
210000088,354,2021-02-20 14:03:04
180000089,8,2021-01-22 21:13:29
180000089,321,2021-02-01 01:21:32
180000089,369,2021-02-18 21:04:48
190000090,86,2021-01-14 06:26:57
190000090,126,2021-02-15 08:37:01
190000090,181,2021-02-21 11:33:10
190000090,202,2021-02-13 23:03:47
170000092,166,2021-02-03 11:33:42
170000092,353,2021-02-18 10:39:10
170000092,399,2021-01-25 11:44:42
170000092,525,2021-02-11 08:51:31
190000093,14,2021-02-15 03:26:01
190000093,42,2021-02-25 10:59:51
190000093,138,2021-02-28 03:29:11
190000093,299,2021-03-07 08:15:05
190000093,624,2021-03-01 01:24:21
190000093,679,2021-03-01 02:19:04
180000094,34,2021-02-04 02:43:32
180000094,251,2021-02-07 05:31:42
180000094,320,2021-03-03 02:18:16
210000095,33,2021-02-08 20:46:20
210000095,172,2021-02-18 19:16:14
210000095,294,2021-01-25 13:19:21
190000096,674,2021-02-28 22:30:26
210000097,317,2021-01-24 01:03:25
210000098,322,2021-02-14 15:20:58
210000099,2,2021-01-30 15:26:51
210000099,382,2021-02-06 18:29:50
180000100,72,2021-02-18 05:11:54
180000100,101,2021-03-01 13:51:49
180000100,304,2021-02-09 19:04:26
180000100,678,2021-01-31 16:01:56
210000101,50,2021-01-23 22:39:15
210000101,76,2021-02-20 16:11:25
210000101,299,2021-02-17 01:29:13
190000102,126,2021-02-01 02:17:30
190000102,394,2021-01-19 04:49:39
190000102,509,2021-02-10 21:21:56
190000102,511,2021-02-06 13:12:03
190000103,103,2021-01-26 02:33:21
190000103,107,2021-03-01 18:26:03
190000103,604,2021-03-09 23:37:19
190000103,619,2021-02-28 02:02:19
190000103,693,2021-03-01 09:43:29
170000104,507,2021-02-12 15:31:24
170000104,578,2021-03-04 01:02:53
210000105,231,2021-01-18 17:44:46
210000105,655,2021-02-24 04:37:29
180000106,152,2021-03-01 02:32:05
180000106,194,2021-02-18 15:25:40
180000106,217,2021-01-18 10:42:31
210000108,32,2021-01-25 09:46:00
210000108,305,2021-02-05 11:34:10
210000108,537,2021-03-03 17:01:15
210000108,562,2021-02-19 10:46:48
170000109,124,2021-02-08 16:44:05
170000109,148,2021-02-09 23:30:21
170000109,279,2021-03-02 14:53:49
210000110,3,2021-01-24 00:24:54
210000110,17,2021-03-10 07:14:46
210000110,202,2021-02-02 14:00:56
210000110,554,2021-02-05 17:53:34
210000110,606,2021-02-17 17:18:14
210000110,686,2021-01-20 23:36:23
210000111,73,2021-02-02 00:47:58
210000111,575,2021-01-23 19:03:08
210000112,652,2021-02-04 01:34:16
210000112,666,2021-02-13 07:59:55
210000113,169,2021-01-22 22:31:59
210000113,267,2021-01-19 21:38:58
210000113,299,2021-02-10 11:16:02
210000113,485,2021-02-05 05:38:05
210000114,61,2021-03-10 11:44:26
210000114,72,2021-01-29 09:16:18
200000115,323,2021-02-09 01:20:06
210000116,212,2021-01-24 21:20:21
210000116,257,2021-02-23 02:19:10
210000116,627,2021-02-11 01:13:39
210000117,65,2021-03-07 18:51:24
210000117,179,2021-02-28 00:17:57
190000118,17,2021-03-11 00:48:57
190000118,199,2021-02-25 10:36:37
210000119,342,2021-03-02 19:00:04
210000119,414,2021-02-14 19:29:46
210000120,367,2021-02-25 09:39:06
210000120,491,2021-02-05 09:28:28
190000121,374,2021-03-07 03:23:57
190000121,658,2021-02-03 18:30:53
200000122,480,2021-02-17 18:33:20
200000122,525,2021-02-18 22:26:03
200000122,580,2021-02-14 03:00:16
200000122,670,2021-03-04 13:37:05
210000123,632,2021-01-25 15:54:03
210000124,551,2021-02-21 17:56:08
190000125,97,2021-01-26 19:29:27
190000125,529,2021-02-20 17:12:13
190000125,595,2021-03-01 13:50:49
170000126,12,2021-02-10 08:45:40
170000126,499,2021-02-10 15:01:07
210000127,33,2021-02-14 10:10:07
210000127,675,2021-02-06 02:01:31
210000127,687,2021-02-13 08:13:27
180000128,576,2021-02-08 01:05:39
190000129,590,2021-02-05 13:56:50
190000129,603,2021-01-29 02:17:52
170000130,185,2021-03-02 20:52:49
170000130,233,2021-02-03 02:05:39
170000130,257,2021-01-29 11:43:00
170000130,334,2021-02-20 04:40:37
170000130,666,2021-02-28 10:45:27
210000131,134,2021-02-07 09:31:02
210000131,179,2021-02-17 12:54:23
210000131,218,2021-02-20 00:27:54
210000131,342,2021-01-23 02:18:34
210000131,513,2021-02-16 09:31:25
190000132,223,2021-01-21 06:32:15
190000132,528,2021-02-21 04:32:36
190000132,580,2021-02-27 23:04:06
210000133,166,2021-02-10 20:40:10
210000133,224,2021-03-08 13:51:28
210000133,522,2021-02-03 17:01:37
170000134,58,2021-03-10 05:56:19
170000134,454,2021-02-18 11:05:34
170000134,556,2021-01-27 13:53:48
170000134,565,2021-02-08 13:01:18
170000134,592,2021-02-19 11:22:01
210000135,35,2021-03-06 17:12:22
210000135,196,2021-02-08 02:08:22
210000135,283,2021-02-14 12:09:04
210000135,632,2021-01-22 12:43:57
210000136,32,2021-01-22 06:24:26
210000136,693,2021-03-02 18:32:48
200000137,206,2021-02-06 16:02:45
200000138,151,2021-02-18 22:20:27
190000139,90,2021-02-20 19:02:50
190000140,61,2021-02-19 00:32:15
210000141,32,2021-02-07 09:33:21
210000141,186,2021-02-23 17:12:20
210000141,346,2021-01-30 12:11:27
210000141,537,2021-02-04 17:34:12
210000141,657,2021-02-18 17:59:04
210000142,219,2021-02-28 03:25:14
210000142,673,2021-01-13 07:40:23
170000143,17,2021-02-10 15:48:55
170000143,207,2021-02-02 12:34:39
170000143,214,2021-01-21 22:16:02
170000143,326,2021-02-05 16:03:37
170000143,384,2021-02-16 10:43:18
210000144,206,2021-02-05 20:44:13
190000146,87,2021-02-12 14:04:11
190000146,511,2021-01-23 05:58:08
200000147,26,2021-03-01 12:46:28
200000147,33,2021-03-10 19:19:21
200000147,665,2021-02-07 06:30:31
210000148,253,2021-03-11 06:52:22
210000148,399,2021-02-02 20:35:05
180000149,340,2021-03-07 11:02:56
180000149,400,2021-01-29 06:58:13
180000149,429,2021-02-16 06:00:18
180000149,491,2021-02-26 14:48:21
190000150,172,2021-01-16 15:41:11
190000150,247,2021-02-11 07:04:36
190000150,606,2021-02-18 08:08:28
210000151,62,2021-01-31 16:54:30
210000151,674,2021-02-24 13:19:07
210000151,684,2021-01-23 08:54:19
190000152,60,2021-02-26 13:42:28
190000152,164,2021-01-29 22:09:58
210000153,242,2021-02-24 19:53:42
170000154,354,2021-02-14 23:16:21
170000154,366,2021-02-25 22:09:55
170000154,411,2021-02-17 08:50:30
170000154,575,2021-02-23 09:33:00
170000154,632,2021-01-28 00:29:05
210000157,412,2021-01-29 20:50:27
210000157,451,2021-03-01 01:05:04
210000157,578,2021-02-09 11:40:42
210000157,594,2021-01-25 19:30:10
210000157,666,2021-01-21 23:00:46
210000157,683,2021-02-25 21:24:34
210000158,50,2021-01-29 13:54:41
210000158,69,2021-02-10 02:23:07
210000158,541,2021-02-17 15:35:11
210000158,544,2021-02-17 23:15:04
190000159,31,2021-02-02 17:42:09
190000159,72,2021-02-05 06:20:16
190000159,108,2021-02-27 06:27:52
190000159,184,2021-02-13 08:59:55
190000159,190,2021-02-10 02:28:47
190000159,400,2021-03-02 19:39:37
190000160,72,2021-02-01 06:01:57
190000160,131,2021-03-09 00:00:05
190000160,212,2021-03-01 13:11:00
190000160,292,2021-02-06 14:08:05
190000160,405,2021-03-05 07:03:38
190000160,521,2021-02-17 20:08:20
190000160,605,2021-02-06 06:12:53
190000160,620,2021-02-07 22:02:24
210000161,14,2021-03-02 19:09:12
210000161,299,2021-01-26 18:06:55
210000161,523,2021-01-20 23:38:48
210000161,688,2021-03-04 18:44:53
190000162,138,2021-01-30 08:02:29
190000162,160,2021-02-01 07:47:25
190000162,323,2021-03-04 03:02:41
190000162,377,2021-01-24 10:19:47
190000162,576,2021-02-14 16:02:59
190000162,688,2021-02-17 08:18:57
210000163,146,2021-03-08 12:46:08
210000163,196,2021-01-27 09:56:11
210000163,334,2021-02-04 13:28:04
210000164,6,2021-02-21 03:29:25
210000164,241,2021-02-13 14:27:00
210000164,286,2021-01-21 14:42:20
210000164,502,2021-01-29 04:17:58
210000164,565,2021-02-16 20:10:01
190000165,643,2021-02-08 19:03:52
190000165,684,2021-01-18 22:09:37
210000166,374,2021-02-14 18:47:23
210000167,32,2021-03-04 14:27:00
200000168,63,2021-02-08 02:20:56
200000168,185,2021-02-26 23:32:17
200000168,689,2021-02-02 00:26:38
170000169,675,2021-03-05 11:57:29
190000170,27,2021-02-04 21:49:49
190000170,494,2021-02-04 18:40:16
190000170,680,2021-03-04 00:33:26
210000171,273,2021-02-01 01:48:30
210000171,323,2021-02-09 03:52:51
210000172,76,2021-02-12 16:17:58
210000172,410,2021-02-16 12:19:53
210000172,490,2021-02-15 12:14:16
210000172,624,2021-02-20 03:22:29
210000173,500,2021-03-01 02:47:51
210000173,544,2021-02-22 13:27:37
200000174,412,2021-02-13 09:13:57
200000174,632,2021-02-16 23:49:06
190000175,378,2021-03-10 17:41:51
190000175,391,2021-01-31 20:37:12
190000175,429,2021-02-26 08:12:07
210000176,202,2021-02-08 13:37:59
210000176,206,2021-01-31 08:25:55
210000176,299,2021-02-05 22:14:59
210000176,335,2021-02-08 04:48:05
210000176,502,2021-02-07 18:47:33
200000177,146,2021-02-03 16:12:08
190000178,84,2021-02-16 07:45:24
190000178,665,2021-02-07 09:39:51
210000179,79,2021-03-05 04:42:36
210000179,130,2021-01-16 20:36:01
210000179,510,2021-02-18 11:38:22
210000179,636,2021-01-22 07:57:43
210000180,151,2021-02-27 22:05:56
210000180,273,2021-02-22 03:42:45
210000180,317,2021-01-22 09:27:22
210000180,357,2021-02-15 08:37:53
210000180,417,2021-03-01 05:31:59
170000181,27,2021-03-01 18:33:12
170000181,203,2021-03-11 00:58:19
170000181,509,2021-02-27 13:11:10
170000181,608,2021-03-01 22:08:16
210000182,90,2021-02-25 17:26:56
210000182,148,2021-02-06 06:30:01
210000182,326,2021-03-10 20:55:43
210000182,345,2021-02-26 14:02:42
210000182,366,2021-02-23 15:33:15
180000183,111,2021-02-11 23:57:40
180000183,149,2021-03-03 13:35:06
180000183,201,2021-02-21 07:14:04
180000183,335,2021-02-22 01:55:05
180000183,402,2021-03-12 20:15:28
180000183,687,2021-02-26 17:04:22
190000184,2,2021-01-26 11:22:00
190000184,609,2021-02-18 13:07:49
190000184,619,2021-02-21 16:13:13
190000184,629,2021-02-09 07:23:30
210000185,172,2021-01-22 07:43:08
210000185,429,2021-02-19 16:46:22
210000185,433,2021-03-03 01:39:50
210000186,117,2021-01-24 01:48:23
210000186,172,2021-02-24 15:04:25
170000187,62,2021-03-05 10:09:42
210000188,103,2021-02-18 06:31:28
210000188,283,2021-02-22 18:36:03
210000188,433,2021-02-03 17:12:10
210000188,522,2021-02-05 00:03:51
210000188,565,2021-01-28 04:45:24
210000188,688,2021-02-13 15:46:26
210000189,58,2021-01-27 17:22:11
210000189,292,2021-02-08 11:28:32
210000189,376,2021-02-26 12:52:47
210000189,416,2021-02-03 10:29:23
200000190,505,2021-02-21 00:37:55
190000191,290,2021-02-22 08:10:26
190000191,610,2021-02-24 05:26:06
190000192,523,2021-01-27 02:08:57
170000193,97,2021-03-02 21:00:29
170000193,201,2021-01-28 14:32:55
170000193,461,2021-02-22 22:06:05
170000193,570,2021-02-11 04:11:43
170000193,584,2021-02-10 18:54:59
190000194,31,2021-02-10 01:36:41
190000194,37,2021-02-17 01:11:56
190000194,679,2021-02-27 09:52:43
210000195,6,2021-01-23 06:46:34
170000196,69,2021-03-09 07:06:50
170000196,75,2021-01-19 18:13:51
170000196,323,2021-01-30 15:35:52
170000196,374,2021-02-10 08:56:57
170000196,414,2021-02-26 10:31:15
170000196,550,2021-02-08 15:27:22
210000197,366,2021-02-02 20:00:07
210000197,505,2021-02-06 00:10:23
190000198,442,2021-02-08 01:47:15
170000200,290,2021-01-25 21:01:20
170000200,426,2021-02-27 12:08:23
170000200,489,2021-03-11 08:04:11
170000200,582,2021-01-30 20:53:30
200000201,12,2021-02-21 07:10:05
200000201,142,2021-02-12 22:57:08
200000201,276,2021-02-28 06:12:58
200000201,584,2021-02-07 12:30:25
210000202,128,2021-02-03 23:33:29
210000202,205,2021-02-06 06:22:45
210000202,219,2021-02-28 06:29:46
210000202,688,2021-02-27 14:46:35
190000203,377,2021-02-23 11:05:25
190000203,619,2021-02-26 09:14:18
190000204,83,2021-02-28 18:25:01
190000204,202,2021-03-04 02:54:54
190000204,476,2021-02-15 01:30:24
200000205,26,2021-02-19 09:10:02
200000205,214,2021-02-01 20:06:10
210000206,153,2021-02-05 14:13:28
210000206,167,2021-02-05 03:35:51
210000206,184,2021-02-04 12:09:06
210000206,299,2021-02-26 22:46:56
210000206,391,2021-01-25 09:43:55
210000206,568,2021-02-22 05:03:11
190000207,195,2021-02-19 11:52:14
190000207,206,2021-02-15 07:26:26
190000207,349,2021-02-27 07:20:29
190000207,647,2021-03-09 07:25:47
190000208,87,2021-03-06 10:24:59
190000208,101,2021-01-31 16:39:12
190000208,596,2021-02-05 11:11:27
190000209,2,2021-01-26 06:41:59
190000209,79,2021-01-19 03:52:43
190000209,202,2021-02-23 20:02:25
190000209,277,2021-03-07 07:00:56
190000209,293,2021-02-24 15:03:48
190000209,632,2021-03-03 20:01:56
190000210,10,2021-01-29 06:41:43
190000210,195,2021-02-20 15:37:29
190000210,637,2021-02-25 23:57:13
190000212,416,2021-02-17 00:26:24
190000212,587,2021-02-10 19:51:09
190000213,324,2021-02-20 21:06:40
190000213,590,2021-02-04 23:58:20
190000214,58,2021-02-14 01:05:06
190000214,68,2021-02-22 17:23:59
190000214,214,2021-01-23 05:31:17
190000214,284,2021-02-14 08:24:08
190000214,451,2021-03-08 06:39:25
190000214,542,2021-03-06 05:19:12
190000215,94,2021-03-10 22:13:24
190000215,197,2021-02-27 02:16:04
190000215,391,2021-01-29 19:55:41
190000215,596,2021-02-23 02:30:53
190000215,608,2021-02-14 22:00:14
210000216,52,2021-02-13 08:22:07
210000216,153,2021-02-28 17:18:19
210000216,201,2021-02-25 10:55:42
210000216,208,2021-02-21 17:26:28
210000216,212,2021-03-04 18:13:57
210000216,399,2021-02-09 03:25:46
190000217,10,2021-02-03 05:32:58
190000217,154,2021-02-13 20:08:00
190000217,347,2021-02-23 21:04:14
190000217,620,2021-02-21 18:43:13
210000218,193,2021-02-24 17:49:30
210000218,384,2021-02-21 11:22:55
210000219,9,2021-03-04 23:50:33
210000219,73,2021-03-06 07:45:19
210000219,277,2021-02-08 20:40:18
210000219,394,2021-02-24 16:15:19
210000219,440,2021-01-31 15:52:13
210000220,148,2021-02-10 02:17:40
210000220,208,2021-01-30 08:34:02
210000220,233,2021-02-12 17:45:39
210000220,369,2021-02-20 18:55:35
210000220,649,2021-02-21 13:51:55
210000221,107,2021-02-25 02:58:47
210000221,169,2021-02-21 02:12:48
210000221,201,2021-03-02 00:16:33
210000221,215,2021-01-28 02:14:07
210000221,491,2021-02-19 20:32:41
210000222,72,2021-02-25 20:55:49
210000222,75,2021-01-22 00:43:26
210000222,181,2021-01-27 03:42:53
210000222,188,2021-01-28 17:29:42
210000222,308,2021-02-13 18:53:35
210000222,362,2021-02-25 10:32:38
210000222,390,2021-02-02 18:16:12
210000222,543,2021-03-10 22:41:48
180000223,305,2021-03-07 20:25:35
180000223,592,2021-01-19 07:40:24
210000224,58,2021-01-31 22:15:41
210000224,68,2021-02-02 22:06:51
210000224,165,2021-03-10 00:52:48
210000225,149,2021-02-01 11:30:20
210000225,374,2021-02-06 16:45:19
210000225,436,2021-03-07 04:02:11
210000225,446,2021-02-23 17:28:09
210000225,613,2021-02-06 21:48:16
210000226,168,2021-02-23 10:59:30
210000226,194,2021-02-08 21:38:42
210000226,197,2021-03-04 16:17:11
210000226,394,2021-02-24 07:38:02
210000226,421,2021-02-24 11:27:46
210000227,8,2021-02-24 16:34:14
210000227,203,2021-02-28 15:26:47
210000228,536,2021-02-02 13:59:14
210000228,541,2021-02-17 12:07:09
210000228,561,2021-02-19 02:22:37
210000228,592,2021-01-28 22:35:42
210000228,629,2021-03-09 01:47:18
210000229,145,2021-03-08 08:42:45
210000229,376,2021-02-08 20:02:06
210000229,492,2021-02-18 23:00:15
190000230,134,2021-02-17 12:57:24
190000230,224,2021-02-26 21:50:17
190000230,318,2021-02-17 10:22:54
210000231,203,2021-02-03 02:51:19
210000231,388,2021-02-11 22:29:11
180000232,23,2021-01-22 23:28:25
180000232,83,2021-03-05 11:35:12
190000233,152,2021-02-25 08:14:56
190000233,241,2021-02-16 01:32:28
190000233,349,2021-02-23 05:52:26
190000233,524,2021-02-09 01:02:01
210000234,6,2021-02-06 11:07:23
210000234,307,2021-03-01 13:54:50
210000234,674,2021-03-11 13:36:22
210000235,108,2021-02-24 19:08:42
210000235,177,2021-02-03 14:29:54
210000235,283,2021-03-03 06:01:59
210000235,293,2021-02-18 16:10:29
210000236,283,2021-02-02 10:33:18
210000236,568,2021-02-25 01:18:42
210000236,614,2021-02-20 18:41:36
190000237,13,2021-01-22 21:37:02
190000237,273,2021-02-14 06:17:30
170000238,689,2021-02-18 03:16:48
190000239,79,2021-02-17 17:33:52
190000239,87,2021-02-15 10:10:21
190000239,507,2021-02-18 12:29:33
190000239,661,2021-02-26 02:57:59
190000240,25,2021-01-27 12:45:52
190000240,688,2021-02-05 19:32:54
